,block_number,transaction_hash,log_index,sender,to,amount0In,amount1In,amount0Out,amount1Out,pre_swap_reserve0,pre_swap_reserve1,post_swap_reserve0,post_swap_reserve1,pair0,pair0_cost,pair1,pair1_cost
629,19079227,0xb174bcbad83eb3d4386286268bd515b6367165033ac013de20dcab9490842f49,213,0x00000000009E50a7dDb7a7B0e2ee6604fd120E49,0x00000000009E50a7dDb7a7B0e2ee6604fd120E49,8.506348579890135040,0,0,0.022193361809047552,331298481840250020389406,866948010274165445032,331306988188829910524446,866925816912356397480,UNI,382.1630198634678038838502336,ETH,0.002616684367726792778821294180
630,19079351,0x0aa16e9866e774b40908388be89c7915a8931aae9808906d638499bbc11a9552,217,0xE37e799D5077682FA0a244D46E5649F71457BD09,0xE37e799D5077682FA0a244D46E5649F71457BD09,2.730524380000000000,0,0,0.007123792429618033,331301212364630020389406,866940886481735826999,331303942889010020389406,866933762689306208966,UNI,382.1560044694481672695277170,ETH,0.002616732403271570133566119995
631,19079438,0x3b46fe48022cef36e5bd0d81878cebf61172c8f70c9ed1050f9d9c1fcd08b354,334,0xDef1C0ded9bec7F1a1670819833240f027b25EfF,0x180EFC1349A69390aDE25667487a826164C9c6E4,3.689612300003910000,0,0,0.009625815429780560,331304901976930024299406,866931260666306046439,331308591589230028209406,866921634850876265879,UNI,382.1667129650307498710650694,ETH,0.002616659081167811195297655970
632,19079560,0xa46ad008839ce8d57593aef244c1e1ae0a8de1b008944f2af3ef1de09cca8fdd,22,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0x0E18133AA93ca431fb4184D8F464805DbC7D48e5,0,0.033631799879163323,12.813614958526364677,0,331292088361971497934729,866964892466185209762,331279274747012971570052,866998524266064373085,UNI,382.0990064861402681614204695,ETH,0.002617122743124098176393315646
633,19079606,0x74a09b4dc2f1c76f51e61da8273b4ba567f87a4b3a677a83ddcced37e3dc7e2f,85,0x51C72848c68a965f66FA7a88855F9f7784502a7F,0x51C72848c68a965f66FA7a88855F9f7784502a7F,0,1.015664989077375872,386.496943220321550336,0,330905591418751176384393,867980557455262585634,330519094475530854834057,868996222444339961506,UNI,380.3458357342870022568596555,ETH,0.002629186140738001746074623860
634,19079619,0x43cb9cdb97a42a6399e7aa8618216337044d551e5a0c3b1533047547cf85be5a,186,0x1111111254EEB25477B68fb85Ed929f73A960582,0x1111111254EEB25477B68fb85Ed929f73A960582,6.709000000000000000,0,0,0.017544866301633530,330912300418751176384393,867963012588960952104,330919009418751176384393,867945467722659318574,UNI,381.2670515891120941683392076,ETH,0.002622833512185287306617075504
635,19079744,0x2a777a87c6d88a16173d44fe96d15faaed3c20e2b921ab420e174ced2b79bce0,291,0x1111111254EEB25477B68fb85Ed929f73A960582,0x1111111254EEB25477B68fb85Ed929f73A960582,5.266419581781432076,0,0,0.013771842016941259,330917566838332957816469,867949240746944010845,330922833257914739248545,867935468904927069586,UNI,381.2758495460954039671579107,ETH,0.002622772990186734131198078413
636,19079759,0xb5668e753cce12528902f218630432e5d762dadb9ca8f59ef3d6e87ffa175186,150,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0x0E18133AA93ca431fb4184D8F464805DbC7D48e5,0,0.038325175078140151,14.567521973579926253,0,330902999316359377890216,867987565922022150996,330888431794385797963963,868025891097100291147,UNI,381.1965002290139140648147980,ETH,0.002623318942852894664711995990
637,19079765,0xae31ebf31d56f8769d2e6e86541642fb604b7fd1ff852dd49db25c16a7b84e17,69,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0x0E18133AA93ca431fb4184D8F464805DbC7D48e5,0,0.028738014547623645,10.922568644462749810,0,330892076747714915140406,868016303936569774641,330881154179070452390596,868045041951117398286,UNI,381.1797063379845998325224956,ETH,0.002623434520182245834224390689
638,19079866,0x8c5aa994e89c4b2164a1da72c60c03fbba066ed458e4c180dff05fd39588f648,197,0x1111111254EEB25477B68fb85Ed929f73A960582,0x1111111254EEB25477B68fb85Ed929f73A960582,12.493065162800000000,0,0,0.032673023903485286,330904569812877715140406,867983630912666289355,330917062878040515140406,867950957888762804069,UNI,381.2623972245803721108392365,ETH,0.002622865531139583857308588081
639,19079873,0x48cbbe396aa4a8a1664a8499e7c5d67e84d7aacde35571f0d8b8b0206cb6f8e9,318,0xDef1C0ded9bec7F1a1670819833240f027b25EfF,0x9345c3e50F31F18A68C5bD210Cce6f2083Ec6943,1.045497020000000000,0,0,0.002734169029914383,330905615309897715140406,867980896743636374972,330906660806917715140406,867978162574606460589,UNI,381.2384632182204961398494936,ETH,0.002623030193644446231421050115
640,19080642,0xa11f9a643fb6eebdaa1551cc5a19cd98980c4e92652349a9f668d87262ecee33,128,0xE37e799D5077682FA0a244D46E5649F71457BD09,0xE37e799D5077682FA0a244D46E5649F71457BD09,21.657435161230378325,0,0,0.056634343844295291,330927272745058945518731,867924262399792079681,330948930180220175897056,867867628055947784390,UNI,381.3357238840175831941370797,ETH,0.002622361182987796306597297333
641,19080860,0x1302d11c0275fb28f49179b161e5bd82d65a18567e7291e55d7afcf9c570275f,79,0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,1.195246810000000000,0,0,0.003125362929094520,330928467991868945518731,867921137036862985161,330929663238678945518731,867918011673933890641,UNI,381.2913878816990664060673684,ETH,0.002622666107292892356115617940
642,19080933,0x29ddc3c56481a257422b7a9cd54d08ea7b7e8609f68d9722dd0eae3f0bb51418,24,0xE37e799D5077682FA0a244D46E5649F71457BD09,0xE37e799D5077682FA0a244D46E5649F71457BD09,21.092915261600000000,0,0,0.055150608074870288,330949560907130545518731,867865986428788114873,330970653822392145518731,867810835820713244585,UNI,381.3857123705811302537030304,ETH,0.002622017468311266477251402380
643,19081241,0xe43fa9c50649719ae14d41365eb39f40b60724b893947e54c31e80a363063d72,148,0x1111111254EEB25477B68fb85Ed929f73A960582,0x1111111254EEB25477B68fb85Ed929f73A960582,40.000000000000000000,0,0,0.104566766371532463,330989560907130545518731,867761419662416582410,331029560907130545518731,867656852896045049947,UNI,381.5212889775810622895542540,ETH,0.002621085713669734318150987920
644,19081708,0xacdd51e7858851372448cc684e4d966c6178b61ddecb4de7e84fbfe775fba470,227,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,0xbbCA2AcBd87Ce7A5e01fb56914d41F6a7e5C5A56,119.112456219465275312,0,0,0.311230813417772900,331108673363350010794043,867450188848998809510,331227785819569476069355,867138958035581036610,UNI,381.9777473381357545431737616,ETH,0.002617953550877340246512081543
645,19081873,0x19166516d1ce93ae5dbc179c55a4e0dc1f21b4a47efb7faafee400f52e3dae1e,183,0x1111111254EEB25477B68fb85Ed929f73A960582,0x1111111254EEB25477B68fb85Ed929f73A960582,49.200000000000000000,0,0,0.128490173512979816,331157873363350010794043,867321698675485829694,331207073363350010794043,867193208501972849878,UNI,381.9299668357544803184036210,ETH,0.002618281064156562855029591998
646,19081969,0x57db1afbad64ea2e067e5d2e162c93910c1432a3557b954028a52683ee4e0970,487,0xDef1C0ded9bec7F1a1670819833240f027b25EfF,0xf7ef5352De45A20D8c8565cD94a4BD6c8831F749,86.422953936565550000,0,0,0.225608993203557017,331244296317286576344043,867096089682282272677,331330719271223141894043,866870480689078715660,UNI,382.2147906199863500570085058,ETH,0.002616329939450828551911888970
647,19081982,0xb4d5581398804e73587fd73aa6ee419abd5fa2ccb5e8af543975ce12c79d893b,155,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0x64889B326330E8D8D5d56297F05C831531f5e6cc,0,0.005251172419509576,2.000000000000000069,0,331242296317286576343974,867101340854701782253,331240296317286576343905,867106592027121291829,UNI,382.0064330763686183484641857,ETH,0.002617756962747497808715963590
648,19081994,0x20c95d476b2fc42926d4bdfdde8ec9bba9c14556c036eff152b15037a91bec82,24,0xDC3bfcB3521cD02AF66d394F817a0E6Fe62ded95,0x15472352564754F6163a134632A9d7be1240D931,0,0.236696671208821731,90.124954366084930664,0,331152171362920491413310,867338037525910603984,331062046408554406482646,867574734197119425715,UNI,381.5948452151842514791637129,ETH,0.002620580473082890709539709407
649,19082214,0xa1fcac9017b9877bed5ed80454359d6a1ba58b0aa55fc981992630c0c5a3c693,311,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0x6732458cCd2180b7c07A1A5580cBB608480b4FEc,0,0.000525407037493378,0.200000000000000266,0,331151971362920491413044,867338562932948097362,331151771362920491412778,867339088339985590740,UNI,381.8019685896057800823407076,ETH,0.002619158836959501504651586539
650,19082361,0x350d594c25d8d7d608eac3d0c4793ab1cc610bb26e21ee294ae6d883968dce1f,54,0x1111111254EEB25477B68fb85Ed929f73A960582,0x8e83DE18B38DdC22166fB5454003A573A53BE4aE,356.850000000000000000,0,0,0.930841695638712435,331508821362920491413044,866407721237309384927,331865671362920491413044,865476879541670672492,UNI,383.4483383757935977156102756,ETH,0.002607913243895616779401136334
651,19082367,0xcd22be4bb935318b8251a34022f73a4bd6f0073f27be794317df6d4bb0445b91,248,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0x4aE184C17CF506fE92FE8f5C104364958d031BD1,0,0.078648894848923208,30.000000000000000145,0,331478821362920491412899,866486370132158308135,331448821362920491412754,866565019027007231343,UNI,382.4858078567219532716370394,ETH,0.002614476091553695052695440343
652,19083016,0x01f843058aa01b222c6a43bfb7eb04fa655aeda701a1d7857a89652315747f27,306,0xDEF171Fe48CF0115B1d80b88dc8eAB59176FEe57,0xe05Cd69BAC04778A52722083B216f3b62FB11e1f,0,0.150000000000000000,57.201249778875007969,0,331421620113141616404930,866636370132158308135,331364418863362741396961,866786370132158308135,UNI,382.2907584631722364794709734,ETH,0.002615810029047130191519855625
653,19083063,0xb8b2d6b9573328129c985c4f301b0ed96a676f202c244aa1c2101032209dd14c,167,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,103.443975870000000000,0,0,0.269600884434185247,331525064089011616404930,866366769247724122888,331628508064881616404930,866097168363289937641,UNI,382.8998871934631938014497951,ETH,0.002611648719276697247187393840
654,19083717,0x863d743b4f67e1fd7eaa639de8edcbf7f5f6b456de0bc450d5f4af389fc479fc,43,0x5079FC00f00F30000E0c8C083801cFdE000008b6,0x5079FC00f00F30000E0c8C083801cFdE000008b6,95.006819558459682145,0,0,0.247463578940674134,331620070908570076087075,866119305668783448754,331715077728128535769220,865871842089842774620,UNI,383.0995091923890197457368929,ETH,0.002610287865176588561914559652
655,19083833,0xde07f87db41d224e2b29b4d42052d1d084639a3cceebf664989ab15458f78073,266,0xDef1C0ded9bec7F1a1670819833240f027b25EfF,0x09D1d767eDF8Fa23A64C51fa559E0688E526812F,582.721326584797750772,0,0,1.514721525378068625,332202792235154873837847,864604584143405380129,332785513561739671588619,863089862618027311504,UNI,385.5745826422927545566813116,ETH,0.002593531952098941051190984117
656,19084099,0x6757e1d549c11107f4573554e69ef71a1c6006a1a32e14271ede3a9a6b2eae97,334,0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,0x386cdb0c60216065b5A8D8ee81DdB490A197093A,0,0.001000000000000000,0.383071993845381879,0,332202409163161028455968,864605584143405380129,332202026091167183074089,864606584143405380129,UNI,384.2233360046532904032444920,ETH,0.002602652952833372671543314400
657,19084134,0x6f95c91f7cd71921672a96aed8dc2d40f2150307fbacc2d55c251805982f73a6,28,0xDef1C0ded9bec7F1a1670819833240f027b25EfF,0xDCf1759BEF2787E2cac1d7D4016182fbB240627D,122.129659685863870000,0,0,0.316790689722156450,332324538822846892325968,864288793453683223679,332446668482532756195968,863972002763961067229,UNI,384.7887054429909247546141338,ETH,0.002598828878952521206758980816
658,19084160,0xb92ecc86d1cbb9e48a4f64392b4aa7a7f45430b59c56c38763d5ab77be2c3964,289,0x95f1C002a21ED2B367F404E506b75B63114cdB03,0x386cdb0c60216065b5A8D8ee81DdB490A197093A,0,0.001000000000000000,0.383352399699709282,0,332324155470447192616686,864289793453683223679,332323772118047492907404,864290793453683223679,UNI,384.5045841459104998851168018,ETH,0.002600749227011877133331824961
659,19084283,0x81915458499c996ddd80195a6f4c2acf35536d56a4628b5051777bcacb5bf6af,153,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0xf1FcECde286D536B2E3875F6F62966bB222C371C,0,1.355525816500443478,518.832193906263571923,0,331805323276540929044763,865645319270183667157,331286491082634665472840,867000845086684110635,UNI,382.1063070007874330070029714,ETH,0.002617072740434873875406756530
660,19084848,0x2d9fd9b7e1a185f973c894551d013c296681e546a11bd0d36777f3a1597637a5,557,0xE37e799D5077682FA0a244D46E5649F71457BD09,0x1111111254EEB25477B68fb85Ed929f73A960582,0,0.250575592418467940,95.730862054592929803,0,331709592414486336114960,865895894862602135097,331613861552431743185157,866146470455020603037,UNI,382.8611821026321532261843035,ETH,0.002611912742127860252065225659
661,19084965,0xa77d16cad282b7a48140827cdbc7fd87806c7a554e976361825f97ccea723572,62,0x51C72848c68a965f66FA7a88855F9f7784502a7F,0x51C72848c68a965f66FA7a88855F9f7784502a7F,782.701754168170774528,0,0,2.032246817358233344,332492294168654506889488,863863648045243901753,333274995922822677664016,861831401227885668409,UNI,386.7055614914848319689518114,ETH,0.002585946775999547581673410918
662,19084980,0x2040a6f656cdbbd3e6651f83df84bd2bc1c29011fc098fcee54d327501c0c447,159,0x1111111254EEB25477B68fb85Ed929f73A960582,0x74de5d4FCbf63E00296fd95d33236B9794016631,0,0.024781250000000000,9.509163879554344759,0,332482785004774952544729,863888429295243901753,332473275840895398199970,863913210545243901753,UNI,384.8456902644892216283315893,ETH,0.002598444065497367403729645065
663,19085330,0xfc2e82fb70e2a10cd42a07a30c61f74664e5552fcbf464c13bbfcd85062ff300,179,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0x110ADADCcDD8b097ccda3B4fb30fA3E7a19e0b44,20.000000000000000000,0,0,0.051806899567213435,332502785004774952544729,863836622395676688318,332522785004774952544729,863784815496109474883,UNI,384.9602112000458636395749459,ETH,0.002597671060296531916882833143
664,19085383,0x769715190596310181141902ea25f5c6698301ab6d8cecb9e92ec5da216b6fa8,55,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0x7BB6bF25323f47D4a4e1dDac6A6f2182877272aA,7.000000000000000000,0,0,0.018130943630313524,332509785004774952544729,863818491452046374794,332516785004774952544729,863800360508416061270,UNI,384.9463373794635277692516588,ETH,0.002597764682754321283923983357
665,19085602,0xdce6498e945fac9bd3acf663aabc4794fd00dae854ec4ba085c0599a1ead3027,277,0xDef1C0ded9bec7F1a1670819833240f027b25EfF,0x5422F86D43d35b73239c230f18C191466fda938e,0,0.039269120576637211,15.069838009502805340,0,332494715166765449739389,863857760572623012005,332479645328755946934049,863897029693199649216,UNI,384.8602714224300704092893990,ETH,0.002598345618538476468029932794
666,19086121,0x98e7f06e58b9b6f5ef8745f27583dd5dd72f025876b108af3753764006134d49,100,0x51C72848c68a965f66FA7a88855F9f7784502a7F,0x51C72848c68a965f66FA7a88855F9f7784502a7F,583.904067614785142784,0,0,1.509844604139008512,333078619234380234882173,862347915968484003493,333662523301995020024957,860838071364344994981,UNI,387.6019595336579694836017795,ETH,0.002579966316999910761373992818
667,19086311,0xd626690bc00f920cd435ed93c1cd2d49cb5985ca2f3e4f82ced80f032782497a,277,0xE37e799D5077682FA0a244D46E5649F71457BD09,0x1111111254EEB25477B68fb85Ed929f73A960582,0,0.247625000000000000,95.329994442811184113,0,332983289239937423698060,862595540968484003493,332887959245494612513947,862843165968484003493,UNI,385.8035531542398470448616984,ETH,0.002591992717081616508015767257
668,19086433,0xed9aeca7df8aad7ccd742c5f08a977f91399cc5605411458d8b3a4360b3d33e8,235,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0xA726d21ABB3c7f6FebD237530E5F53C5223810f5,0,0.000009900000000000,0.003810180746456477,0,332983285429756677241583,862595550868484003493,332983281619575930785106,862595560768484003493,UNI,386.0248032379415963434996727,ETH,0.002590507116672527908316145565
669,19086874,0x837ed55857ae6b8a376d00a6a5b9f15d796da556d27206230dd61d073c2d8218,617,0xE37e799D5077682FA0a244D46E5649F71457BD09,0xE37e799D5077682FA0a244D46E5649F71457BD09,99.603583775736266642,0,0,0.257173019276420533,333082889013532413508225,862338377849207582960,333182492597308149774867,862081204829931162427,UNI,386.4862042352929029083337148,ETH,0.002587414477002133138700909567
670,19086903,0xeda241ee3c826b26dd99212131ce9c4942bb6d0ebce32841148bfd59ffbd6165,78,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0x3FdFd866fa9E1aB4b6F6762CBdce0BF787583dC3,4.277394767092705003,0,0,0.011040641887260372,333087166408299506213228,862327337207320322588,333091443803066598918231,862316296565433062216,UNI,386.2752508908329861236596910,ETH,0.002588827520514936044544841158
671,19087167,0x6aa4faf1e234d17e023b0b1034aba3649e4959ed14e39b71b04220431f42b221,473,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,196.000000000000000000,0,0,0.505604314582320852,333283166408299506213228,861821732892738001736,333479166408299506213228,861316128578155680884,UNI,387.1739484999550460033760565,ETH,0.002582818404684364004955370699
672,19087244,0x93204ff99d06c9c286a6dd3935280f3b095b09a190a1d6aaadba2b3fb801ebfa,275,0x1111111254EEB25477B68fb85Ed929f73A960582,0xa7Ca2C8673bcFA5a26d8ceeC2887f2CC2b0Db22A,93.471790000000008192,0,0,0.240911960609329789,333376638198299506221420,861580820932128671947,333470109988299506229612,861339908971519342158,UNI,387.1527448280883860539334657,ETH,0.002582959861085424561505054423
673,19087286,0x52733440977d69a29d7995dc74bf309ef739a4239ab630245e1a4942b7b9d340,270,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0x3335C8536D7Ee848050143fB63c2C1260911122B,0,0.242210992632988647,93.412810860153503920,0,333283225387439352717500,861823031924761660594,333189812576579199213580,862065242917394649241,UNI,386.5018515872427073746982567,ETH,0.002587309726701984750066917141
674,19087317,0x90964b8b5e6d2f0b43bae596e48522c86465788688f2a36520c5756ae6d253a3,112,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0xbA5d8A3599e1E7aFb6b318Ef022bd0e97eaAbfBB,0,0.007262249450546323,2.800000000000000301,0,333280425387439352717199,861830294174212206917,333277625387439352716898,861837556423662753240,UNI,386.7058506598736425131137611,ETH,0.002585944842297066769420310091
675,19088072,0xc7c05822aec4b9079abfcdee1ef98946424e152c72c01a9f15b73fbdc0e92766,293,0xA69babEF1cA67A37Ffaf7a485DfFF3382056e78C,0xA69babEF1cA67A37Ffaf7a485DfFF3382056e78C,0,1.425210503809666687,548.588542183999798918,0,332712424452458550237060,863205306145734101450,332163835910274550438142,864630516649543768137,UNI,384.1685315450285065565812546,ETH,0.002603024240372456706349069857
676,19088175,0xb43669be92a2337813fd57fcdef2b2ae9c02668be4c00de6c5617ef8a73d6177,263,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0x11387d0916cB2246fA9A8C5f97e4E3c947e1e4C9,2.229332526756287263,0,0,0.005766498613754285,332714653784985306524323,863199539647120347165,332716883117512062811586,863193773148506592880,UNI,385.4486599271035237132671791,ETH,0.002594379236366060020762688599
677,19088466,0x6a40781d87d8da6506ad62d9d9734fbaa4a56d82d1a767ef14ba050534f13693,121,0x5079FC00f00F30000E0c8C083801cFdE000008b6,0x15472352564754F6163a134632A9d7be1240D931,0,0.159127898795915253,61.139573129237152856,0,332653514211856069371467,863358667545916262418,332592374638726832218611,863517795444712177671,UNI,385.1598385038973767600610048,ETH,0.002596324694403155287631217168
678,19088483,0xd577148115a5cd5d74896c0abe78479307b13b5e91886cef45d9ff36de2cf6b6,158,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0xE25dC6F03093a68B345abEE8B25892a53E8c056c,0,0.052066704054712663,20.000000000000000076,0,332633514211856069371391,863410734249970975081,332613514211856069371315,863462800954025687744,UNI,385.2088518976809765453164477,ETH,0.002595994341961849843376445327
679,19088540,0x82ab7cc1262f2b9769e78987c9a06c48c06dcb8f32dd2908a4224124651f1311,232,0x1111111254EEB25477B68fb85Ed929f73A960582,0x8FBD26A7Cb1AB65834c5Ea245aa1F1e78D03ED30,99.125000000000000000,0,0,0.256448867562350954,332732639211856069371391,863154285382408624127,332831764211856069371391,862897836514846273173,UNI,385.7139862073691201861179354,ETH,0.002592594605740783113859549034
680,19088789,0x117f660ae447cd136b655de7da7dea626b10654df42e27843ae050b72ddb3180,88,0xE37e799D5077682FA0a244D46E5649F71457BD09,0x1111111254fb6c44bAC0beD2854e76F90643097d,0,0.081737767647269808,31.411154838731122087,0,332701228057017338249304,863236023150055893935,332669816902178607127217,863317760917703163743,UNI,385.3387848160936538460702621,ETH,0.002595118995035132142775530059
681,19088839,0xa0b2390892995c0414232adf206c7011db7481aa2eeb364e0043fd7a1a57d81d,111,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0x95D9e85A31ed4CFBa8421488D295A25BC76b473f,11.000000000000000000,0,0,0.028454350656621623,332712228057017338249304,863207568799399272312,332723228057017338249304,863179114448742650689,UNI,385.4625563658434962599631653,ETH,0.002594285705537887439289366345
682,19088851,0xd843d10f64378ca9a86ec02033bea185437adb27809792365d1d6ba448db1e2b,150,0x1111111254EEB25477B68fb85Ed929f73A960582,0x5Abaf5cDD4711b47Ce82b91C98B4FF60E098af32,99.125000000000000000,0,0,0.256327884696163923,332811353057017338249304,862951240914703108389,332910478057017338249304,862694913030006944466,UNI,385.8959558342008905910091360,ETH,0.002591372065141950283997982128
683,19088905,0x5d7533fba6a4ed4b6d48842f3f7b43b051cf047e6ba21e4e25db22462a33916a,138,0x1111111254EEB25477B68fb85Ed929f73A960582,0x515d459555F8C1FCf2791DEd819b73B60a80b8e3,137.203169814686690020,0,0,0.354543038069015780,332948556226832024939324,862596697876634092609,333085759396646711629344,862242154838565076829,UNI,386.3018730034248033471122531,ETH,0.002588649110668781007596311607
684,19088909,0x6febb55a99228f0792744d6a368ceae8e6008dae6e6eec9acad78eb7d7cb5395,39,0xA69babEF1cA67A37Ffaf7a485DfFF3382056e78C,0xA69babEF1cA67A37Ffaf7a485DfFF3382056e78C,0,1.464689290951821046,562.698051253400183659,0,332385858175578624755665,864061387167585913655,331823160124325224572006,865526076458537734701,UNI,383.3774269194082694475427396,ETH,0.002608395616913082148502367737
685,19089038,0xbdc8bcc61de51452463ea678751f9da0a040ef8750888823fbcf2141ee31a999,46,0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,0xb7f830845E9F385372AE6fB160Aa968908F5BFBC,0,0.045000252796795140,17.257802798314898453,0,332368600372780309857212,864106387420382708795,332351342569981994958759,864151387673179503935,UNI,384.5985174714279035846837486,ETH,0.002600114026893748254417606713
686,19089450,0x598c5ea14e902e9b8ca47a0b1eab00a8152f2e2c8b9562945c53f41d1e804857,56,0xA69babEF1cA67A37Ffaf7a485DfFF3382056e78C,0xA69babEF1cA67A37Ffaf7a485DfFF3382056e78C,0,1.826150076947935723,698.828006340749203290,0,331669772366439560653922,865932537497330644518,330970944360098811450632,867758687574278580241,UNI,381.4089666855317941303167084,ETH,0.002621857605210657926551527556
687,19089466,0x78c71d906b0e6a3da5d2bed7d8322a01a2d59cf88fe9e2358543b9d54ef367b5,246,0x0eae044f00B0aF300500F090eA00027097d03000,0x0eae044f00B0aF300500F090eA00027097d03000,68.608814247864061009,0,0,0.178551572303175497,331738381180687424714931,865753985925027469021,331806989994935288775940,865575434352724293524,UNI,383.3368841423508527335791473,ETH,0.002608671488101972961117170453
688,19089572,0x0502ae32c90a76eb39d1ac4ca5158790644b6738544b0487e8da080f082aec1a,251,0x00000047bB99ea4D791bb749D970DE71EE0b1A34,0xACFC50ec5FE0fd039e83380b8Ab343b77a49704f,1.731467882176190057,0,0,0.004505117443600649,331740112648569600904988,865749480807583868372,331741844116451777095045,865744975690140267723,UNI,383.1865658267312472330870118,ETH,0.002609694830617257517329854566
689,19090481,0x95e9c19802978b4bb19bfb4eb1c79c3eeab3d01ffbcbd3eac37bd7b1e6db2b07,185,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0x09D1d767eDF8Fa23A64C51fa559E0688E526812F,11.637477137248821245,0,0,0.030278409282667740,331603881459840034419666,865333306283177127362,331615518936977283240911,865303027873894459622,UNI,383.2362863120658144960888595,ETH,0.002609356252830686068307032859
690,19090531,0xf4542314c543892d8b208f3f4ce7e0b54da32f0a4ec510c78d7412d3132d84db,28,0x51C72848c68a965f66FA7a88855F9f7784502a7F,0x51C72848c68a965f66FA7a88855F9f7784502a7F,654.713079707376943104,0,0,1.700018953380797440,332258594539547411362770,863633287329796329922,332913307619254788305874,861933268376415532482,UNI,386.2402344050931386097843131,ETH,0.002589062223256598011290969245
691,19090844,0x0b3cc90a997b92a72a56e116f24004138341b8b63f7a9034a410d8f6fc8a830e,66,0x9008D19f58AAbD9eD0D60971565AA8510560ab41,0x9008D19f58AAbD9eD0D60971565AA8510560ab41,196.891346886407552512,0,0,0.509939236378266922,332455485886433818915282,863123348093418063000,332652377233320226467794,862613408857039796078,UNI,385.6332092890645393466796563,ETH,0.002593137665305209374009138521
692,19091171,0x9cbbb49e8b7f7d0ce5c91121bf51aea0b9f886ae42f3227abdb7ba8328762868,127,0xE37e799D5077682FA0a244D46E5649F71457BD09,0x1111111254fb6c44bAC0beD2854e76F90643097d,0,0.013100061800000000,5.030632243156833668,0,332450455254190662081614,863136448155218063000,332445424621947505247946,863149548217018063000,UNI,385.1539114034989327692784127,ETH,0.002596364649020452592626964800
693,19091259,0xfde75128949f1ce9e03010535a40f2795571e757b2f873cdeb1e87c96331376b,368,0x1111111254EEB25477B68fb85Ed929f73A960582,0xa7Ca2C8673bcFA5a26d8ceeC2887f2CC2b0Db22A,0,0.005210000000000000,2.000680521225410650,0,332448454573669436670964,863141658155218063000,332446453893148211260314,863146868155218063000,UNI,385.1562997658528217684628979,ETH,0.002596348548908398191675554668
694,19091487,0x150bf6f263d9e3d0a57fe433000472a34f5832aed9579e686ad7288c3d78cff9,131,0xA69babEF1cA67A37Ffaf7a485DfFF3382056e78C,0xA69babEF1cA67A37Ffaf7a485DfFF3382056e78C,0,1.658548989671332720,635.674067436071990763,0,331812780506233364680201,864800207144889395720,331177106438797292689438,866458756134560728440,UNI,382.2191236386623912066752376,ETH,0.002616300279484099510609761611
695,19091503,0xbd24f3cdd3c5ef5234ffa7f4d291ab574a67d430ad0bafbf91b812f7e61d6884,95,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0x811beEd0119b4AfCE20D2583EB608C6F7AF1954f,33.000000000000000000,0,0,0.085741033260182868,331845780506233364680201,864714466111629212852,331878780506233364680201,864628725078369029984,UNI,383.8396422419949374782687977,ETH,0.002605254616638949376498965942
696,19091727,0xf353df32e9030caa57154043b9b9b076b971f05e04c0aa072caf17a217ce75b8,150,0x51C72848c68a965f66FA7a88855F9f7784502a7F,0x51C72848c68a965f66FA7a88855F9f7784502a7F,0,1.474721297538334464,563.285669727359729664,0,331282494836506004950537,866189187409167547316,330719209166778645220873,867663908706705881780,UNI,381.1604998757310048863861925,ETH,0.002623566713565618680603907550
697,19092028,0x85851db9e4a802ec6e9ba2532d9870b2da819ff81f5e627de76c60cad463b746,426,0xDef1C0ded9bec7F1a1670819833240f027b25EfF,0xDef1C0ded9bec7F1a1670819833240f027b25EfF,19.825000000000000000,0,0,0.051676930968669110,331302319836506004950537,866137510478198878206,331322144836506004950537,866085833547230209096,UNI,382.5511652574998889247007058,ETH,0.002614029418331238685768493329
